"","GRID_TYPE","GAME_ID","GAME_EVENT_ID","PLAYER_ID","PLAYER_NAME","TEAM_ID","TEAM_NAME","PERIOD","MINUTES_REMAINING","SECONDS_REMAINING","EVENT_TYPE","ACTION_TYPE","SHOT_TYPE","SHOT_ZONE_BASIC","SHOT_ZONE_AREA","SHOT_ZONE_RANGE","SHOT_DISTANCE","LOC_X","LOC_Y","SHOT_ATTEMPTED_FLAG","SHOT_MADE_FLAG","GAME_DATE","HTM","VTM","svg_relative_position_x","svg_relative_position_y"
"1","Shot Chart Detail",21800009,11,201935,"James Harden",1610612745,"Houston Rockets",1,11,17,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,3,12,1,0,20181017,"HOU","NOP",401.788,72.7446808510638
"2","Shot Chart Detail",21800009,28,201935,"James Harden",1610612745,"Houston Rockets",1,9,33,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,-61,264,1,0,20181017,"HOU","NOP",299.644,516.36170212766
"3","Shot Chart Detail",21800009,55,201935,"James Harden",1610612745,"Houston Rockets",1,7,51,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-1,259,1,0,20181017,"HOU","NOP",395.404,505.191489361702
"4","Shot Chart Detail",21800009,103,201935,"James Harden",1610612745,"Houston Rockets",1,4,12,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-120,232,1,1,20181017,"HOU","NOP",205.48,463.702127659575
"5","Shot Chart Detail",21800009,246,201935,"James Harden",1610612745,"Houston Rockets",2,6,6,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,3,20,1,1,20181017,"HOU","NOP",401.788,87.1063829787234
"6","Shot Chart Detail",21800009,272,201935,"James Harden",1610612745,"Houston Rockets",2,4,40,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,2,13,1,0,20181017,"HOU","NOP",400.192,74.3404255319149
"7","Shot Chart Detail",21800009,282,201935,"James Harden",1610612745,"Houston Rockets",2,4,10,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0,17,1,1,20181017,"HOU","NOP",397,80.7234042553192
"8","Shot Chart Detail",21800009,321,201935,"James Harden",1610612745,"Houston Rockets",2,1,22,"Missed Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,26,65,1,0,20181017,"HOU","NOP",438.496,166.893617021277
"9","Shot Chart Detail",21800009,380,201935,"James Harden",1610612745,"Houston Rockets",3,10,13,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-160,180,1,0,20181017,"HOU","NOP",141.64,377.531914893617
"10","Shot Chart Detail",21800009,421,201935,"James Harden",1610612745,"Houston Rockets",3,6,19,"Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,2,9,1,1,20181017,"HOU","NOP",400.192,66.3617021276596
"11","Shot Chart Detail",21800009,614,201935,"James Harden",1610612745,"Houston Rockets",4,7,49,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,115,218,1,0,20181017,"HOU","NOP",580.54,438.170212765957
"12","Shot Chart Detail",21800009,635,201935,"James Harden",1610612745,"Houston Rockets",4,6,18,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,78,235,1,1,20181017,"HOU","NOP",521.488,465.297872340426
"13","Shot Chart Detail",21800009,638,201935,"James Harden",1610612745,"Houston Rockets",4,5,49,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,145,199,1,0,20181017,"HOU","NOP",628.42,407.851063829787
"14","Shot Chart Detail",21800009,674,201935,"James Harden",1610612745,"Houston Rockets",4,3,49,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-9,31,1,0,20181017,"HOU","NOP",382.636,106.255319148936
"15","Shot Chart Detail",21800009,684,201935,"James Harden",1610612745,"Houston Rockets",4,3,27,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,103,231,1,1,20181017,"HOU","NOP",561.388,460.510638297872
"16","Shot Chart Detail",21800035,33,201935,"James Harden",1610612745,"Houston Rockets",1,8,40,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-3,16,1,1,20181020,"LAL","HOU",392.212,79.1276595744681
"17","Shot Chart Detail",21800035,43,201935,"James Harden",1610612745,"Houston Rockets",1,7,48,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,92,263,1,1,20181020,"LAL","HOU",543.832,514.765957446808
"18","Shot Chart Detail",21800035,74,201935,"James Harden",1610612745,"Houston Rockets",1,5,53,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1,18,1,0,20181020,"LAL","HOU",395.404,82.3191489361702
"19","Shot Chart Detail",21800035,131,201935,"James Harden",1610612745,"Houston Rockets",1,2,34,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-7,22,1,1,20181020,"LAL","HOU",385.828,90.2978723404255
"20","Shot Chart Detail",21800035,219,201935,"James Harden",1610612745,"Houston Rockets",2,9,16,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,157,185,1,0,20181020,"LAL","HOU",647.572,385.510638297872
"21","Shot Chart Detail",21800035,232,201935,"James Harden",1610612745,"Houston Rockets",2,7,59,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,-12,272,1,0,20181020,"LAL","HOU",377.848,529.127659574468
"22","Shot Chart Detail",21800035,234,201935,"James Harden",1610612745,"Houston Rockets",2,7,42,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,116,237,1,0,20181020,"LAL","HOU",582.136,471.68085106383
"23","Shot Chart Detail",21800035,250,201935,"James Harden",1610612745,"Houston Rockets",2,6,25,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-93,239,1,1,20181020,"LAL","HOU",248.572,473.276595744681
"24","Shot Chart Detail",21800035,301,201935,"James Harden",1610612745,"Houston Rockets",2,4,26,"Made Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-9,37,1,1,20181020,"LAL","HOU",382.636,115.829787234043
"25","Shot Chart Detail",21800035,309,201935,"James Harden",1610612745,"Houston Rockets",2,3,28,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,123,232,1,0,20181020,"LAL","HOU",593.308,463.702127659575
"26","Shot Chart Detail",21800035,324,201935,"James Harden",1610612745,"Houston Rockets",2,2,54,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,4,10,1,0,20181020,"LAL","HOU",403.384,69.5531914893617
"27","Shot Chart Detail",21800035,345,201935,"James Harden",1610612745,"Houston Rockets",2,1,40,"Missed Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,0,20,1,0,20181020,"LAL","HOU",397,87.1063829787234
"28","Shot Chart Detail",21800035,365,201935,"James Harden",1610612745,"Houston Rockets",2,0,45,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,-40,268,1,1,20181020,"LAL","HOU",333.16,522.744680851064
"29","Shot Chart Detail",21800035,452,201935,"James Harden",1610612745,"Houston Rockets",3,7,30,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-9,14,1,0,20181020,"LAL","HOU",382.636,75.936170212766
"30","Shot Chart Detail",21800035,478,201935,"James Harden",1610612745,"Houston Rockets",3,6,20,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,1,26,1,1,20181020,"LAL","HOU",398.596,96.6808510638298
"31","Shot Chart Detail",21800035,484,201935,"James Harden",1610612745,"Houston Rockets",3,5,47,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,30,274,1,0,20181020,"LAL","HOU",444.88,532.31914893617
"32","Shot Chart Detail",21800035,642,201935,"James Harden",1610612745,"Houston Rockets",4,6,24,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,169,201,1,1,20181020,"LAL","HOU",666.724,414.234042553192
"33","Shot Chart Detail",21800035,721,201935,"James Harden",1610612745,"Houston Rockets",4,1,12,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,164,218,1,1,20181020,"LAL","HOU",658.744,442.957446808511
"34","Shot Chart Detail",21800035,725,201935,"James Harden",1610612745,"Houston Rockets",4,0,46,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0,11,1,1,20181020,"LAL","HOU",397,71.1489361702128
"35","Shot Chart Detail",21800039,8,201935,"James Harden",1610612745,"Houston Rockets",1,11,21,"Made Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-18,4,1,1,20181021,"LAC","HOU",368.272,59.9787234042553
"36","Shot Chart Detail",21800039,32,201935,"James Harden",1610612745,"Houston Rockets",1,9,14,"Made Shot","Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-6,16,1,1,20181021,"LAC","HOU",387.424,79.1276595744681
"37","Shot Chart Detail",21800039,49,201935,"James Harden",1610612745,"Houston Rockets",1,7,43,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-84,252,1,0,20181021,"LAC","HOU",262.936,495.617021276596
"38","Shot Chart Detail",21800039,113,201935,"James Harden",1610612745,"Houston Rockets",1,3,48,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,79,247,1,0,20181021,"LAC","HOU",523.084,486.042553191489
"39","Shot Chart Detail",21800039,132,201935,"James Harden",1610612745,"Houston Rockets",1,3,0,"Missed Shot","Step Back Jump shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,221,65,1,0,20181021,"LAC","HOU",749.716,192.425531914894
"40","Shot Chart Detail",21800039,140,201935,"James Harden",1610612745,"Houston Rockets",1,2,11,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-16,13,1,0,20181021,"LAC","HOU",371.464,75.936170212766
"41","Shot Chart Detail",21800039,216,201935,"James Harden",1610612745,"Houston Rockets",2,9,1,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,4,274,1,0,20181021,"LAC","HOU",403.384,532.31914893617
"42","Shot Chart Detail",21800039,230,201935,"James Harden",1610612745,"Houston Rockets",2,8,24,"Made Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-45,62,1,1,20181021,"LAC","HOU",325.18,162.106382978723
"43","Shot Chart Detail",21800039,263,201935,"James Harden",1610612745,"Houston Rockets",2,6,11,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",28,-70,274,1,1,20181021,"LAC","HOU",285.28,533.914893617021
"44","Shot Chart Detail",21800039,268,201935,"James Harden",1610612745,"Houston Rockets",2,5,40,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-143,231,1,0,20181021,"LAC","HOU",168.772,463.702127659574
"45","Shot Chart Detail",21800039,282,201935,"James Harden",1610612745,"Houston Rockets",2,4,44,"Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",11,82,85,1,0,20181021,"LAC","HOU",527.872,205.191489361702
"46","Shot Chart Detail",21800039,305,201935,"James Harden",1610612745,"Houston Rockets",2,3,13,"Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-18,5,1,1,20181021,"LAC","HOU",368.272,61.5744680851064
"47","Shot Chart Detail",21800039,320,201935,"James Harden",1610612745,"Houston Rockets",2,1,44,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,178,179,1,1,20181021,"LAC","HOU",681.088,377.531914893617
"48","Shot Chart Detail",21800039,327,201935,"James Harden",1610612745,"Houston Rockets",2,0,39,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-206,162,1,0,20181021,"LAC","HOU",68.224,352
"49","Shot Chart Detail",21800039,358,201935,"James Harden",1610612745,"Houston Rockets",3,9,11,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-15,1,1,1,20181021,"LAC","HOU",373.06,55.1914893617021
"50","Shot Chart Detail",21800039,364,201935,"James Harden",1610612745,"Houston Rockets",3,8,21,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-71,256,1,0,20181021,"LAC","HOU",283.684,502
"51","Shot Chart Detail",21800039,447,201935,"James Harden",1610612745,"Houston Rockets",3,2,43,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,157,206,1,0,20181021,"LAC","HOU",647.572,420.617021276596
"52","Shot Chart Detail",21800039,545,201935,"James Harden",1610612745,"Houston Rockets",4,6,51,"Made Shot","Floating Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",10,83,68,1,1,20181021,"LAC","HOU",529.468,176.468085106383
"53","Shot Chart Detail",21800039,550,201935,"James Harden",1610612745,"Houston Rockets",4,6,15,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-11,0,1,0,20181021,"LAC","HOU",379.444,53.5957446808511
"54","Shot Chart Detail",21800039,577,201935,"James Harden",1610612745,"Houston Rockets",4,3,56,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,9,1,0,20181021,"LAC","HOU",397,66.3617021276596
"55","Shot Chart Detail",21800039,595,201935,"James Harden",1610612745,"Houston Rockets",4,2,47,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,166,189,1,1,20181021,"LAC","HOU",661.936,393.489361702128
"56","Shot Chart Detail",21800039,598,201935,"James Harden",1610612745,"Houston Rockets",4,2,9,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-8,5,1,0,20181021,"LAC","HOU",384.232,59.9787234042553
"57","Shot Chart Detail",21800039,602,201935,"James Harden",1610612745,"Houston Rockets",4,1,48,"Missed Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-13,-4,1,0,20181021,"LAC","HOU",376.252,47.2127659574468
"58","Shot Chart Detail",21800039,609,201935,"James Harden",1610612745,"Houston Rockets",4,1,36,"Made Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",12,33,116,1,1,20181021,"LAC","HOU",449.668,256.255319148936
"59","Shot Chart Detail",21800039,624,201935,"James Harden",1610612745,"Houston Rockets",4,0,29,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-79,236,1,1,20181021,"LAC","HOU",270.916,466.893617021277
"60","Shot Chart Detail",21800039,645,201935,"James Harden",1610612745,"Houston Rockets",4,0,0,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",22,-165,146,1,0,20181021,"LAC","HOU",133.66,320.085106382979
"61","Shot Chart Detail",21800057,14,201935,"James Harden",1610612745,"Houston Rockets",1,10,59,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-20,15,1,1,20181024,"HOU","UTA",365.08,79.1276595744681
"62","Shot Chart Detail",21800057,27,201935,"James Harden",1610612745,"Houston Rockets",1,9,53,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,155,218,1,1,20181024,"HOU","UTA",644.38,441.36170212766
"63","Shot Chart Detail",21800057,89,201935,"James Harden",1610612745,"Houston Rockets",1,5,21,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-9,13,1,1,20181024,"HOU","UTA",382.636,74.3404255319149
"64","Shot Chart Detail",21800057,163,201935,"James Harden",1610612745,"Houston Rockets",1,0,51,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-145,200,1,1,20181024,"HOU","UTA",165.58,409.446808510638
"65","Shot Chart Detail",21800057,263,201935,"James Harden",1610612745,"Houston Rockets",2,6,33,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-9,15,1,0,20181024,"HOU","UTA",382.636,77.531914893617
"66","Shot Chart Detail",21800057,278,201935,"James Harden",1610612745,"Houston Rockets",2,5,4,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",15,112,103,1,1,20181024,"HOU","UTA",575.752,240.297872340426
"67","Shot Chart Detail",21800057,297,201935,"James Harden",1610612745,"Houston Rockets",2,3,27,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,23,247,1,0,20181024,"HOU","UTA",433.708,484.446808510638
"68","Shot Chart Detail",21800057,305,201935,"James Harden",1610612745,"Houston Rockets",2,2,43,"Missed Shot","Driving Hook Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,8,61,1,0,20181024,"HOU","UTA",409.768,158.914893617021
"69","Shot Chart Detail",21800057,326,201935,"James Harden",1610612745,"Houston Rockets",2,1,18,"Missed Shot","Driving Floating Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,12,35,1,0,20181024,"HOU","UTA",416.152,112.63829787234
"70","Shot Chart Detail",21800057,336,201935,"James Harden",1610612745,"Houston Rockets",2,0,38,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-6,10,1,0,20181024,"HOU","UTA",387.424,69.5531914893617
"71","Shot Chart Detail",21800057,351,201935,"James Harden",1610612745,"Houston Rockets",3,11,40,"Missed Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",8,-27,78,1,0,20181024,"HOU","UTA",353.908,189.234042553191
"72","Shot Chart Detail",21800057,367,201935,"James Harden",1610612745,"Houston Rockets",3,10,23,"Missed Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,-14,59,1,0,20181024,"HOU","UTA",374.656,155.723404255319
"73","Shot Chart Detail",21800057,369,201935,"James Harden",1610612745,"Houston Rockets",3,10,19,"Made Shot","Putback Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-17,13,1,1,20181024,"HOU","UTA",369.868,75.936170212766
"74","Shot Chart Detail",21800057,383,201935,"James Harden",1610612745,"Houston Rockets",3,8,59,"Missed Shot","Driving Hook Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",8,4,81,1,0,20181024,"HOU","UTA",403.384,194.021276595745
"75","Shot Chart Detail",21800057,390,201935,"James Harden",1610612745,"Houston Rockets",3,8,42,"Made Shot","Hook Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,26,60,1,1,20181024,"HOU","UTA",438.496,157.31914893617
"76","Shot Chart Detail",21800057,433,201935,"James Harden",1610612745,"Houston Rockets",3,5,50,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",28,44,277,1,1,20181024,"HOU","UTA",467.224,538.702127659574
"77","Shot Chart Detail",21800057,435,201935,"James Harden",1610612745,"Houston Rockets",3,5,15,"Missed Shot","Driving Floating Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-20,26,1,0,20181024,"HOU","UTA",365.08,98.2765957446809
"78","Shot Chart Detail",21800057,439,201935,"James Harden",1610612745,"Houston Rockets",3,4,59,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-11,27,1,1,20181024,"HOU","UTA",379.444,98.2765957446808
"79","Shot Chart Detail",21800057,581,201935,"James Harden",1610612745,"Houston Rockets",4,6,24,"Made Shot","Pullup Jump shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",13,-76,110,1,1,20181024,"HOU","UTA",275.704,248.276595744681
"80","Shot Chart Detail",21800129,35,201935,"James Harden",1610612745,"Houston Rockets",1,9,10,"Missed Shot","Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",8,29,80,1,0,20181103,"CHI","HOU",443.284,192.425531914894
"81","Shot Chart Detail",21800129,95,201935,"James Harden",1610612745,"Houston Rockets",1,4,18,"Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-230,32,1,0,20181103,"CHI","HOU",29.92,139.765957446808
"82","Shot Chart Detail",21800129,245,201935,"James Harden",1610612745,"Houston Rockets",2,4,37,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,5,267,1,0,20181103,"CHI","HOU",404.98,519.553191489362
"83","Shot Chart Detail",21800129,250,201935,"James Harden",1610612745,"Houston Rockets",2,3,55,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-9,13,1,1,20181103,"CHI","HOU",382.636,74.3404255319149
"84","Shot Chart Detail",21800129,258,201935,"James Harden",1610612745,"Houston Rockets",2,3,34,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-90,251,1,1,20181103,"CHI","HOU",253.36,494.021276595745
"85","Shot Chart Detail",21800129,262,201935,"James Harden",1610612745,"Houston Rockets",2,2,52,"Made Shot","Step Back Jump shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",24,231,86,1,1,20181103,"CHI","HOU",765.676,227.531914893617
"86","Shot Chart Detail",21800129,271,201935,"James Harden",1610612745,"Houston Rockets",2,2,9,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-137,228,1,0,20181103,"CHI","HOU",178.348,457.31914893617
"87","Shot Chart Detail",21800129,335,201935,"James Harden",1610612745,"Houston Rockets",3,9,16,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-41,248,1,0,20181103,"CHI","HOU",331.564,487.63829787234
"88","Shot Chart Detail",21800129,340,201935,"James Harden",1610612745,"Houston Rockets",3,8,48,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-97,242,1,0,20181103,"CHI","HOU",242.188,479.659574468085
"89","Shot Chart Detail",21800129,385,201935,"James Harden",1610612745,"Houston Rockets",3,5,57,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-2,260,1,1,20181103,"CHI","HOU",393.808,508.382978723404
"90","Shot Chart Detail",21800129,396,201935,"James Harden",1610612745,"Houston Rockets",3,4,47,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,83,253,1,1,20181103,"CHI","HOU",529.468,497.212765957447
"91","Shot Chart Detail",21800129,407,201935,"James Harden",1610612745,"Houston Rockets",3,3,59,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-58,246,1,1,20181103,"CHI","HOU",304.432,484.446808510638
"92","Shot Chart Detail",21800129,416,201935,"James Harden",1610612745,"Houston Rockets",3,3,12,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-97,253,1,0,20181103,"CHI","HOU",242.188,498.808510638298
"93","Shot Chart Detail",21800129,521,201935,"James Harden",1610612745,"Houston Rockets",4,7,23,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,127,234,1,0,20181103,"CHI","HOU",599.692,466.893617021277
"94","Shot Chart Detail",21800129,551,201935,"James Harden",1610612745,"Houston Rockets",4,5,17,"Missed Shot","Step Back Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",13,-16,138,1,0,20181103,"CHI","HOU",371.464,292.957446808511
"95","Shot Chart Detail",21800129,583,201935,"James Harden",1610612745,"Houston Rockets",4,3,10,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,7,32,1,0,20181103,"CHI","HOU",408.172,107.851063829787
"96","Shot Chart Detail",21800129,587,201935,"James Harden",1610612745,"Houston Rockets",4,2,59,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-5,32,1,1,20181103,"CHI","HOU",389.02,107.851063829787
"97","Shot Chart Detail",21800141,18,201935,"James Harden",1610612745,"Houston Rockets",1,10,31,"Made Shot","Cutting Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,5,13,1,1,20181105,"IND","HOU",404.98,74.3404255319149
"98","Shot Chart Detail",21800141,34,201935,"James Harden",1610612745,"Houston Rockets",1,9,13,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,22,268,1,1,20181105,"IND","HOU",432.112,521.148936170213
"99","Shot Chart Detail",21800141,55,201935,"James Harden",1610612745,"Houston Rockets",1,7,27,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-135,229,1,1,20181105,"IND","HOU",181.54,458.914893617021
"100","Shot Chart Detail",21800141,87,201935,"James Harden",1610612745,"Houston Rockets",1,4,38,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,198,184,1,0,20181105,"IND","HOU",713.008,388.702127659574
"101","Shot Chart Detail",21800141,93,201935,"James Harden",1610612745,"Houston Rockets",1,4,6,"Made Shot","Step Back Jump shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,237,25,1,1,20181105,"IND","HOU",775.252,128.595744680851
"102","Shot Chart Detail",21800141,97,201935,"James Harden",1610612745,"Houston Rockets",1,3,41,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,224,148,1,0,20181105,"IND","HOU",754.504,329.659574468085
"103","Shot Chart Detail",21800141,215,201935,"James Harden",1610612745,"Houston Rockets",2,7,7,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,8,6,1,1,20181105,"IND","HOU",409.768,63.1702127659574
